Company Name,Industry,Sector,Country,Report Type,Report Year,Report Link,Source,Download Result
Rosseti Volga PJSC,Electric Utilities & Power Generators,Infrastructure,Russia,Integrated Report,2023,https://chart.rsf.ru/put.phtml/VGID_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='chart.rsf.ru', port=443): Max retries exceeded with url: /put.phtml/VGID_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A64710>: Failed to resolve 'chart.rsf.ru' ([Errno 11001] getaddrinfo failed)""))"
Rostelecom PJSC,Telecommunication Services,Technology & Communications,Russia,Sustainability Report,2022,https://www.company.rt.ru/en/social/report/Rostelecom_ESG_report_2022_eng.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.company.rt.ru', port=443): Max retries exceeded with url: /en/social/report/Rostelecom_ESG_report_2022_eng.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A67C90>: Failed to resolve 'www.company.rt.ru' ([Errno 11001] getaddrinfo failed)""))"
Rotork PLC,Industrial Machinery & Goods,Resource Transformation,Britain,Annual Report,2024,https://rcl-p-001.sitecorecontenthub.cloud/api/public/content/rotorkannualreport2024-downloadoriginal-c94nmixdrksvh3pskhrh.pdf?v=5fc6264a,SASB,"⚠️ HTTPSConnectionPool(host='rcl-p-001.sitecorecontenthub.cloud', port=443): Max retries exceeded with url: /api/public/content/rotorkannualreport2024-downloadoriginal-c94nmixdrksvh3pskhrh.pdf?v=5fc6264a (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACE350>: Failed to resolve 'rcl-p-001.sitecorecontenthub.cloud' ([Errno 11001] getaddrinfo failed)""))"
Rowan Cos Inc,Oil & Gas – Services,Extractives & Minerals Processing,United States,Sustainability Report,2023,https://s23.q4cdn.com/956522167/files/doc_financials/2023/sr/2023_SustainabilityReport_v5.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s23.q4cdn.com', port=443): Max retries exceeded with url: /956522167/files/doc_financials/2023/sr/2023_SustainabilityReport_v5.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9CFD0>: Failed to resolve 's23.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Roxgold Inc,Metals & Mining,Extractives & Minerals Processing,Canada,Corporate Responsibility Reports,2019,https://s22.q4cdn.com/726251528/files/doc_downloads/2020/06/Roxgold-2019-sustainability-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s22.q4cdn.com', port=443): Max retries exceeded with url: /726251528/files/doc_downloads/2020/06/Roxgold-2019-sustainability-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACEBD0>: Failed to resolve 's22.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Royal Bank of Scotland Group PLC,Commercial Banks,Financials,Britain,Corporate Responsibility Reports,2020,https://investors.natwestgroup.com/~/media/Files/R/RBS-IR-V2/esg-docs/esg-supplement-2020.pdf,SASB,"⚠️ HTTPSConnectionPool(host='investors.natwestgroup.com', port=443): Max retries exceeded with url: /~/media/Files/R/RBS-IR-V2/esg-docs/esg-supplement-2020.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AEC150>: Failed to resolve 'investors.natwestgroup.com' ([Errno 11001] getaddrinfo failed)""))"
Royal Caribbean Cruises Ltd,Cruise Lines,Transportation,United States,ESG Report,2023,https://www.royalcaribbeangroup.com/wp-content/uploads/2024/04/Sustainability-Report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.royalcaribbeangroup.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/04/Sustainability-Report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACE610>: Failed to resolve 'www.royalcaribbeangroup.com' ([Errno 11001] getaddrinfo failed)""))"
Royal Ceramics Lanka PLC,Building Products & Furnishings,Consumer Goods,Sri Lanka,Annual Report,2023-2024,https://learnhubstorage1.blob.core.windows.net/assets1/report/annual_report/Royal%20Ceramics%20Lanka%20PLC%20Annual%20Report%20202324-compressed.pdf,SASB,"⚠️ HTTPSConnectionPool(host='learnhubstorage1.blob.core.windows.net', port=443): Max retries exceeded with url: /assets1/report/annual_report/Royal%20Ceramics%20Lanka%20PLC%20Annual%20Report%20202324-compressed.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB7110>: Failed to resolve 'learnhubstorage1.blob.core.windows.net' ([Errno 11001] getaddrinfo failed)""))"
Royalty Pharma PLC,Biotechnology & Pharmaceuticals,Health Care,United States,ESG Report,2022,https://www.royaltypharma.com/static-files/85381105-546c-47a2-b703-be3498e5f179,SASB,"⚠️ HTTPSConnectionPool(host='www.royaltypharma.com', port=443): Max retries exceeded with url: /static-files/85381105-546c-47a2-b703-be3498e5f179 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB5A10>: Failed to resolve 'www.royaltypharma.com' ([Errno 11001] getaddrinfo failed)""))"
RPC Inc,Oil & Gas – Services,Extractives & Minerals Processing,United States,Sustainability Report,2023-2024,https://rpc.ca/english/,SASB,"⚠️ HTTPSConnectionPool(host='rpc.ca', port=443): Max retries exceeded with url: /english/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5DB90>: Failed to resolve 'rpc.ca' ([Errno 11001] getaddrinfo failed)""))"
RPM International Inc,Chemicals,Resource Transformation,United States,SASB Index,2021,https://sustainability.rpminc.com/media/1076/2021-sustainability-report-sasb.pdf,SASB,"⚠️ HTTPSConnectionPool(host='sustainability.rpminc.com', port=443): Max retries exceeded with url: /media/1076/2021-sustainability-report-sasb.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AB4890>: Failed to resolve 'sustainability.rpminc.com' ([Errno 11001] getaddrinfo failed)""))"
Rumo SA,Rail Transportation,Transportation,Brazil,Sustainability Report,2024,https://rumolog.com/wp-content/uploads/2025/03/250324_Rumo24_Central_de_indicadores_VFa.pdf,SASB,"⚠️ HTTPSConnectionPool(host='rumolog.com', port=443): Max retries exceeded with url: /wp-content/uploads/2025/03/250324_Rumo24_Central_de_indicadores_VFa.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AEC550>: Failed to resolve 'rumolog.com' ([Errno 11001] getaddrinfo failed)""))"
Russel Metals Inc,Iron & Steel Producers,Extractives & Minerals Processing,Canada,Sustainability Report,2023,https://www.russelmetals.com/en/,SASB,"⚠️ HTTPSConnectionPool(host='www.russelmetals.com', port=443): Max retries exceeded with url: /en/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AE3650>: Failed to resolve 'www.russelmetals.com' ([Errno 11001] getaddrinfo failed)""))"
RWE AG,Electric Utilities & Power Generators,Infrastructure,Germany,Sustainability Report,2021,https://www.rwe.com/-/media/RWE/documents/09-responsibility-and-sustainability/cr-reports/EN/cr-report-2021.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rwe.com', port=443): Max retries exceeded with url: /-/media/RWE/documents/09-responsibility-and-sustainability/cr-reports/EN/cr-report-2021.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3ACF6D0>: Failed to resolve 'www.rwe.com' ([Errno 11001] getaddrinfo failed)""))"
RWS Holdings PLC,Professional & Commercial Services,Services,Britain,Annual Report,2024,https://www.rws.com/media/images/RWS-Holdings-2024-Annual-Report_tcm228-265901.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.rws.com', port=443): Max retries exceeded with url: /media/images/RWS-Holdings-2024-Annual-Report_tcm228-265901.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5DE50>: Failed to resolve 'www.rws.com' ([Errno 11001] getaddrinfo failed)""))"
RXO Inc,Road Transportation,Transportation,United States,CSR Report,2023,https://rxo.com/wp-content/uploads/2024/06/2023-RXO-Sustainability-Report-Final-compressed.pdf,SASB,"⚠️ HTTPSConnectionPool(host='rxo.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/06/2023-RXO-Sustainability-Report-Final-compressed.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9C090>: Failed to resolve 'rxo.com' ([Errno 11001] getaddrinfo failed)""))"
Ryanair Holdings PLC,Airlines,Transportation,Ireland,Sustainability Report,2024,https://corporate.ryanair.com/wp-content/uploads/2024/06/Ryanair-2024-Sustainability-Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='corporate.ryanair.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/06/Ryanair-2024-Sustainability-Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AED710>: Failed to resolve 'corporate.ryanair.com' ([Errno 11001] getaddrinfo failed)""))"
Ryder System Inc,Air Freight & Logistics,Transportation,United States,CSR Report,2023,https://s29.q4cdn.com/533725779/files/doc_downloads/sustainability/2023_Ryder-CSR.pdf,SASB,"⚠️ HTTPSConnectionPool(host='s29.q4cdn.com', port=443): Max retries exceeded with url: /533725779/files/doc_downloads/sustainability/2023_Ryder-CSR.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AE090>: Failed to resolve 's29.q4cdn.com' ([Errno 11001] getaddrinfo failed)""))"
Ryerson Holding Corp,Iron & Steel Producers,Extractives & Minerals Processing,United States,Sustainability Report,2024,https://www.ryerson.com/static-assets/documents/pdfs/en/environmental-health-and-safety-certifications/Sustainability-Report-2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.ryerson.com', port=443): Max retries exceeded with url: /static-assets/documents/pdfs/en/environmental-health-and-safety-certifications/Sustainability-Report-2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD7650>: Failed to resolve 'www.ryerson.com' ([Errno 11001] getaddrinfo failed)""))"
Ryman Hospitality Properties Inc,Real Estate,Infrastructure,United States,Sustainability Report,2022,https://ir.rymanhp.com/static-files/caff751e-c7d2-41f1-8aab-942c6bab6847,SASB,"⚠️ HTTPSConnectionPool(host='ir.rymanhp.com', port=443): Max retries exceeded with url: /static-files/caff751e-c7d2-41f1-8aab-942c6bab6847 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD5210>: Failed to resolve 'ir.rymanhp.com' ([Errno 11001] getaddrinfo failed)""))"
S&P Global Market Intelligence LLC,Professional & Commercial Services,Services,United States,Impact Report,2023,https://www.spglobal.com/en/who-we-are/corporate-responsibility/reports-commitments/sp-global-impact-report-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.spglobal.com', port=443): Max retries exceeded with url: /en/who-we-are/corporate-responsibility/reports-commitments/sp-global-impact-report-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9FBD0>: Failed to resolve 'www.spglobal.com' ([Errno 11001] getaddrinfo failed)""))"
S4 Capital PLC,Advertising & Marketing,Services,Britain,ESG Report,2022,https://4398552.fs1.hubspotusercontent-na1.net/hubfs/4398552/2022_Media_Monks_ESG_Report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='4398552.fs1.hubspotusercontent-na1.net', port=443): Max retries exceeded with url: /hubfs/4398552/2022_Media_Monks_ESG_Report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AE3A10>: Failed to resolve '4398552.fs1.hubspotusercontent-na1.net' ([Errno 11001] getaddrinfo failed)""))"
SA San Miguel AGICI y F,Processed Foods,Food & Beverage,Argentina,Sustainability Report,2023,https://static1.squarespace.com/static/63eea45262584c3023fb22ed/t/66c6ef6a408eb25a4ac32943/1724313688810/San+Miguel+Sustentabilidad+Sustainability+Report+2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='static1.squarespace.com', port=443): Max retries exceeded with url: /static/63eea45262584c3023fb22ed/t/66c6ef6a408eb25a4ac32943/1724313688810/San+Miguel+Sustentabilidad+Sustainability+Report+2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD6710>: Failed to resolve 'static1.squarespace.com' ([Errno 11001] getaddrinfo failed)""))"
Sabra Health Care REIT Inc,Real Estate,Infrastructure,United States,Sustainability Report,2023,https://sabrahealth.com/wp-content/uploads/2024/07/6041_2023-ESG-REPORT_OP2_25.pdf,SASB,"⚠️ HTTPSConnectionPool(host='sabrahealth.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/07/6041_2023-ESG-REPORT_OP2_25.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AED8D0>: Failed to resolve 'sabrahealth.com' ([Errno 11001] getaddrinfo failed)""))"
Sabre Corp,Software & IT Services,Technology & Communications,United States,Sustainability Report,2024,https://assets.sabre.com/files/Sabre_Sustainability_Report_2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='assets.sabre.com', port=443): Max retries exceeded with url: /files/Sabre_Sustainability_Report_2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AD5190>: Failed to resolve 'assets.sabre.com' ([Errno 11001] getaddrinfo failed)""))"
Sacyr SA,Engineering & Construction Services,Infrastructure,Spain,Sustainability Report,2024,https://www.bayer.com/sites/default/files/2025-03/bayer-sasb-index-2024.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.bayer.com', port=443): Max retries exceeded with url: /sites/default/files/2025-03/bayer-sasb-index-2024.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9D990>: Failed to resolve 'www.bayer.com' ([Errno 11001] getaddrinfo failed)""))"
Safe Bulkers Inc,Marine Transportation,Transportation,Monaco,Sustainability Report,2023,https://safebulkers.com/wp-content/uploads/2024/05/SAFE_BULKERS_SUSTAINABILITY_REPORT_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='safebulkers.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/05/SAFE_BULKERS_SUSTAINABILITY_REPORT_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AE3B50>: Failed to resolve 'safebulkers.com' ([Errno 11001] getaddrinfo failed)""))"
Sage Group PLC/The,Software & IT Services,Technology & Communications,Britain,ESG Data Book,2024,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiIu5fVvLOKAxWbTWwGHWMaDgYQFnoECBoQAQ&url=https%3A%2F%2Fwww.sage.com%2Fen-gb%2F-%2Fmedia%2Ffiles%2Finvestors%2Fdocuments%2Fpdf%2Fdownloads%2Fsage-esg-databook-2024-final.pdf&usg=AOvVaw100jpwmhvusx5qDReTJtaU&opi=89978449,SASB,"⚠️ HTTPSConnectionPool(host='www.google.com', port=443): Max retries exceeded with url: /url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiIu5fVvLOKAxWbTWwGHWMaDgYQFnoECBoQAQ&url=https%3A%2F%2Fwww.sage.com%2Fen-gb%2F-%2Fmedia%2Ffiles%2Finvestors%2Fdocuments%2Fpdf%2Fdownloads%2Fsage-esg-databook-2024-final.pdf&usg=AOvVaw100jpwmhvusx5qDReTJtaU&opi=89978449 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5C710>: Failed to resolve 'www.google.com' ([Errno 11001] getaddrinfo failed)""))"
SAIC - Science Applications International Corp,Software & IT Services,Technology & Communications,United States,SASB Index,2022,https://www.saic.com/corporate-responsibility/esg-report-2022,SASB,"⚠️ HTTPSConnectionPool(host='www.saic.com', port=443): Max retries exceeded with url: /corporate-responsibility/esg-report-2022 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A9FD90>: Failed to resolve 'www.saic.com' ([Errno 11001] getaddrinfo failed)""))"
Saipem SpA,Oil & Gas – Services,Extractives & Minerals Processing,Italy,Annual Report,2023,https://www.saipem.com/sites/default/files/2024-04/Relazione_Finanziaria_Annuale_2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.saipem.com', port=443): Max retries exceeded with url: /sites/default/files/2024-04/Relazione_Finanziaria_Annuale_2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E39AE210>: Failed to resolve 'www.saipem.com' ([Errno 11001] getaddrinfo failed)""))"
Salcef Group SpA,Engineering & Construction Services,Infrastructure,Italy,Integrated Report,2023,https://www.salcef.com/wp-content/uploads/2024/03/BILANCIO-INTEGRATO-2023.pdf,SASB,"⚠️ HTTPSConnectionPool(host='www.salcef.com', port=443): Max retries exceeded with url: /wp-content/uploads/2024/03/BILANCIO-INTEGRATO-2023.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3AE20D0>: Failed to resolve 'www.salcef.com' ([Errno 11001] getaddrinfo failed)""))"
salesforce.com,Software & IT Services,Technology & Communications,United States,Impact Report,2024,https://a.sfdcstatic.com/assets/prod/documents/white-papers/salesforce-fy24-stakeholder-impact-report.pdf,SASB,"⚠️ HTTPSConnectionPool(host='a.sfdcstatic.com', port=443): Max retries exceeded with url: /assets/prod/documents/white-papers/salesforce-fy24-stakeholder-impact-report.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x00000243E3A5F910>: Failed to resolve 'a.sfdcstatic.com' ([Errno 11001] getaddrinfo failed)""))"
