Company name,Sector,Industry,Country,Report type,Report year,Report link,Source
Red Robin Gourmet Burgers Inc,Food & Beverage,Restaurants,United States,Sustainability Report,2023,https://d1io3yog0oux5.cloudfront.net/_a2aa7b0d93fe5929756367a7ab35abd3/redrobin/files/pages/redrobin/db/2076/description/200130_RR_Sustainability_Report_2023_Sept_FINAL.pdf,SASB
Redde Northgate PLC,Transportation,Car Rental & Leasing,Britain,Sustainability Report,2023,https://wp-reddenorthgate-2022.s3.eu-west-2.amazonaws.com/media/2023/09/Redde-Northgate-Sustainability-Report-2023.pdf,SASB
Rede D'Or Sao Luiz SA,Health Care,Health Care Delivery,Brazil,Sustainability Report,2023,https://wp.rededorsaoluiz.com.br/wp-content/uploads/2024/04/rede_dor_RS2023_PT_1920x1080cm_v05-1.pdf,SASB
Rede Energia Participacoes SA,Infrastructure,Electric Utilities & Power Generators,Brazil,Formulário de Referência,2023,https://www.redeia.com/sites/webgrupo/files/03_GOBIERNO_CORPORATIVO/Documentos/Junta_General_de_Accionistas/Redeia_Sustainability_Report_2022.pdf,Google search
Redefine Properties Ltd,Infrastructure,Real Estate,South Africa,ESG Report,2023,https://www.redefine.co.za/view-file/2023-ESG.pdf,SASB
Redrow PLC,Infrastructure,Home Builders,Britain,Annual Report,2023,https://investors.redrowplc.co.uk/sites/redrow-ir/files/2023-09/Redrow-Report-Accounts-2023.pdf,SASB
Redwood Trust Inc,Financials,Mortgage Finance,United States,ESG Report,2022,https://sasb.ifrs.org/company-use/sasb-reporters/Redwood+Trust_2022+ESG+Report_Final.pdf%20(d1io3yog0oux5.cloudfront.net),SASB
Regal Beloit Corp,Resource Transformation,Electrical & Electronic Equipment,United States,Sustainability Report,2023,https://s28.q4cdn.com/452460759/files/doc_downloads/2023/12/06/rrx-sustainability-report-issued-2023.pdf,SASB
Regency Centers Corp,Infrastructure,Real Estate,United States,CSR Report,2022,https://issuu.com/regencycenters/docs/regencycenters-2022corporateresponsibilityreport?fr=sMDZkMzUxNzY0OTg,SASB
Regeneron Pharmaceuticals Inc,Health Care,Biotechnology & Pharmaceuticals,United States,Responsibility Report,2023,https://investor.regeneron.com/pdf/2023RR,SASB
Regional SAB de CV,Financials,Commercial Banks,Mexico,Annual Report,2023,https://www.regional.mx/files/2024_5_12_9_12_regional_rp_ar_2023_dual.pdf,SASB
Regions Financial Corp,Financials,Commercial Banks,United States,SASB Index,2022,https://www.corporatereport.com/regions/esg-hub/downloads/Regions-2022-SASB-Index.pdf,SASB
Regis Resources Ltd,Extractives & Minerals Processing,Metals & Mining,Australia,Sustainability Report,2024,https://regisresources.com.au/wp-content/uploads/2024/10/Sustainability-Report-2024.pdf,SASB
Reinet Investments SCA,Financials,Asset Management & Custody Activities,Luxembourg,Annual Reports,2020,https://www.reinet.com/images/investor_relations/reports/annual_report/2020/ar2020_jd834nd62nd81.pdf,SASB
"Reinsurance Group of America, Incorporated",Financials,Insurance,United States,Sustainability Report,2023,https://www.rgare.com/docs/default-source/esg/rga-sustainability-2023.pdf,SASB
Relay Therapeutics Inc,Health Care,Biotechnology & Pharmaceuticals,United States,CSR Report,2023,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/r/NASDAQ_RLAY_2022.pdf,Google search
Reliance Worldwide Corp Ltd,Extractives & Minerals Processing,Construction Materials,United States,ESG Report,2024,https://www.rwc.com/sites/default/files/media-file-public/ESG_Report_2024.pdf,SASB
RELX PLC,Services,Professional & Commercial Services,Britain,Annual Report,2024,https://www.relx.com/~/media/Files/R/RELX-Group/documents/reports/annual-reports/relx-2024-annual-report.pdf,SASB
REN - Redes Energeticas Nacionais SGPS SA,Infrastructure,Electric Utilities & Power Generators,Portugal,Integrated Report,2024,https://www.ren.pt/media/hkmms4rx/ren-integrated-report-2024.pdf,SASB
Ren Finance BV,Infrastructure,Electric Utilities & Power Generators,Netherlands,Integrated Report,2023,https://www.ren.pt/media/byglmi1u/ren-relatorio-integrado-2023.pdf,SASB
RenaissanceRe Holdings Ltd,Financials,Insurance,Bermuda,Sustainability Report,2023,https://www.renre.com/download/75/files/7538/renaissancere-sustainability-report.pdf,SASB
Renasant Corp,Financials,Commercial Banks,United States,ESG Report,2022,https://www.esaotevet.com/fileadmin/Global/About_us/Sustainability/Esaote_Sustainability_Report_2023_web.pdf,Google search
Renault Argentina SA,Transportation,Automobiles,Argentina,Reporte de Sustentabilidad,2019-2020,https://sustentabilidad.renault.com.ar/pdf/renault-reporte_VF2.pdf,SASB
Renault SA,Transportation,Automobiles,France,Document d'Enregistrement Universel,2024,,Not Found
Renesas Electronics Corp,Technology & Communications,Semiconductors,Japan,Sustainability Report,2023,https://www.renesas.com/us/en/document/rep/2022-renesas-sustainability-report?r=25420926,SASB
ReNew,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,India,Annual Integrated Report,2023-2024,https://dg4e57nn4fnta.cloudfront.net/irr/pdf/ReNew-Annual-Integrated-Report-FY-2023-24.pdf,SASB
Renewable Energy Group Inc,Renewable Resources & Alternative Energy,Biofuels,United States,ESG Report,2021,https://www.regi.com/docs/default-source/esg-reports/reg_esg-2021_5-19-22.pdf?Status=Temp&sfvrsn=59f10fc7_2,SASB
Rent-A-Center Inc/TX,Consumer Goods,Multiline and Specialty Retailers & Distributors,United States,Sustainability Report,2023,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/u/NASDAQ_UPBD_2022.pdf,Google search
Rentokil Initial PLC,Services,Professional & Commercial Services,Britain,Responsible Business Report,2024,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/responsible-delivery/reports/Rentokil%20Initial_Responsible%20Business%20Report_2024.pdf,SASB
Repay Holdings Corp,Technology & Communications,Software & IT Services,United States,Sustainability Report,2024,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/r/NASDAQ_RPAY_2022.pdf,Google search
Repligen Corp,Health Care,Medical Equipment & Supplies,United States,Sustainability Report,2023,https://www.repligen.com/sustainability/2023-sustainability-report.pdf,SASB
Repsol International Finance BV,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Netherlands,Integrated Management Report,2023,https://www.repsol.com/content/dam/repsol-corporate/en_gb/accionistas-e-inversores/informes-anuales/2023/integrated-management-report-2023.pdf,SASB
Repsol YPF,Extractives & Minerals Processing,Oil & Gas – Exploration & Production,Spain,Integrated Report,2023,https://www.repsol.com/content/dam/repsol-corporate/en_gb/accionistas-e-inversores/informes-anuales/2023/integrated-management-report-2023.pdf,SASB
Republic Services,Infrastructure,Waste Management,United States,SASB Index,2023,https://republicservicesinc.gcs-web.com/static-files/2023-Republic-Services-SASB-Report.pdf,SASB
Resideo Technologies Inc,Resource Transformation,Electrical & Electronic Equipment,United States,ESG Report,2023,https://s27.q4cdn.com/999644081/files/doc_presentations/2024/Aug/resideo-2023-esg-report-final.pdf,SASB
Resmed,Health Care,Medical Equipment & Supplies,United States,Sustainability Report,2024,https://document.resmed.com/documents/global/ResMed_Sustainability_report.pdf,SASB
Resona Holdings Inc,Financials,Commercial Banks,Japan,Integrated Report,2024,https://www.resona-gr.co.jp/holdings/english/investors/financial/integrated/pdf/23/ir24.pdf,SASB
Resources Global Development Ltd,Extractives & Minerals Processing,Metals & Mining,Singapore,Annual Report,2023,https://rgd.sg/wp-content/uploads/2024/05/Resources-Global-Development-Limited-SR2023.pdf,Google search
Restaurant Brands International Inc,Food & Beverage,Restaurants,Canada,Sustainability Report,2022,https://s26.q4cdn.com/317237604/files/doc_downloads/2023/08/2022-Restaurant-Brands-for-Good-Report.pdf,SASB
Retail Opportunity Investments Corp,Infrastructure,Real Estate,United States,ESG Report,2024,https://cdn.prod.website-files.com/63b652d49be4fb19e8cf5866/6675ce03bc80e565861ca5c2_2024%20ROIC%20ESG%20Report.pdf,SASB
Retail Properties of America Inc,Infrastructure,Real Estate,United States,CSR Report,2023,https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/n/NYSE_NNN_2021.pdf,Google search
Revance Therapeutics Inc,Health Care,Biotechnology & Pharmaceuticals,United States,ESG Report,2022,https://revance2023ir.q4web.com/files/doc_downloads/gov_docs/Revance-2022-ESG-Report_FINAL-002.pdf,Google search
Rexford Industrial Realty Inc,Infrastructure,Real Estate,United States,ESG Report,2023,https://rexford-industrial.s3.us-west-2.amazonaws.com/jenkins/rexford-com/master/uploads/esg/Rexford_Industrial_ESG_Report_2023_053024.pdf,SASB
Rexnord Corp,Resource Transformation,Industrial Machinery & Goods,United States,Sustainability Report,2021,https://zurnwatersolutions.com/getmedia/5802ea43-8fe2-48c0-a46f-189e4195c66b/Zurn_Water_Solutions_Sustainability_Report_2021_FINAL.pdf,SASB
Rheinmetall AG,Resource Transformation,Aerospace & Defence,Germany,ESG Report,2024,https://www.rheinmetall.com/Rheinmetall%20Group/Verantwortung/Rheinmetall-ESG-Reporting-Factbook-2024-en.pdf,SASB
Ribbon Communications Inc,Technology & Communications,Hardware,United States,Sustainability Report,2023,https://ribboncommunications.com/sites/default/files/2024-09/Ribbon_Sustainability_Report_2023.pdf,SASB
Ricoh Co Ltd,Technology & Communications,Hardware,Japan,SASB Index,2023,https://www.ricoh.com/sustainability/report/guideline#sasb_anc01,SASB
